x			y
20.0000 	20.0000 
60.0000 	20.0000 
100.0000 	20.0000 
140.0000 	20.0000 
180.0000 	20.0000 
220.0000 	20.0000 
260.0000 	20.0000 
300.0000 	20.0000 
340.0000 	20.0000 
380.0000 	20.0000 
420.0000 	20.0000 
460.0000 	20.0000 
500.0000 	20.0000 
540.0000 	20.0000 
580.0000 	20.0000 
620.0000 	20.0000 
660.0000 	20.0000 
700.0000 	20.0000 
740.0000 	20.0000 
780.0000 	20.0000 
820.0000 	20.0000 
860.0000 	20.0000 
900.0000 	20.0000 
940.0000 	20.0000 
980.0000 	20.0000 
20.0000 	60.0000 
60.0000 	60.0000 
100.0000 	60.0000 
140.0000 	60.0000 
180.0000 	60.0000 
220.0000 	60.0000 
260.0000 	60.0000 
300.0000 	60.0000 
340.0000 	60.0000 
380.0000 	60.0000 
420.0000 	60.0000 
460.0000 	60.0000 
500.0000 	60.0000 
540.0000 	60.0000 
580.0000 	60.0000 
620.0000 	60.0000 
660.0000 	60.0000 
700.0000 	60.0000 
740.0000 	60.0000 
780.0000 	60.0000 
820.0000 	60.0000 
860.0000 	60.0000 
900.0000 	60.0000 
940.0000 	60.0000 
980.0000 	60.0000 
20.0000 	100.0000 
60.0000 	100.0000 
100.0000 	100.0000 
140.0000 	100.0000 
180.0000 	100.0000 
220.0000 	100.0000 
260.0000 	100.0000 
300.0000 	100.0000 
340.0000 	100.0000 
380.0000 	100.0000 
420.0000 	100.0000 
460.0000 	100.0000 
500.0000 	100.0000 
540.0000 	100.0000 
580.0000 	100.0000 
620.0000 	100.0000 
660.0000 	100.0000 
700.0000 	100.0000 
740.0000 	100.0000 
780.0000 	100.0000 
820.0000 	100.0000 
860.0000 	100.0000 
900.0000 	100.0000 
940.0000 	100.0000 
980.0000 	100.0000 
20.0000 	140.0000 
60.0000 	140.0000 
100.0000 	140.0000 
140.0000 	140.0000 
180.0000 	140.0000 
220.0000 	140.0000 
260.0000 	140.0000 
300.0000 	140.0000 
340.0000 	140.0000 
380.0000 	140.0000 
420.0000 	140.0000 
460.0000 	140.0000 
500.0000 	140.0000 
540.0000 	140.0000 
580.0000 	140.0000 
620.0000 	140.0000 
660.0000 	140.0000 
700.0000 	140.0000 
740.0000 	140.0000 
780.0000 	140.0000 
820.0000 	140.0000 
860.0000 	140.0000 
900.0000 	140.0000 
940.0000 	140.0000 
980.0000 	140.0000 
20.0000 	180.0000 
60.0000 	180.0000 
